"title";"uri";"id";"uri_data_http://dbpedia.org/ontology/releaseDate";"uri_data_http://dbpedia.org/ontology/Work/runtime";"uri_data_http://dbpedia.org/ontology/wikiPageRevisionID";"uri_data_http://dbpedia.org/ontology/runtime";"uri_data_http://dbpedia.org/ontology/budget";"uri_data_http://dbpedia.org/ontology/wikiPageID";"uri_data_http://dbpedia.org/ontology/gross"
"Message in a Bottle (1999)";"http://dbpedia.org/resource/Message_in_a_Bottle_(film)";2497.0;2/12/99 12:00 AM;131.0;5.9078433E8;7860.0;8.0E7;2115510.0;1.18880016E8
"Mad Max (1979)";"http://dbpedia.org/resource/Mad_Max";3702.0;4/12/79 12:00 AM;93.0;6.05310363E8;5580.0;1690000.0;255898.0;4.212E8
"Brother from Another Planet, The (1984)";"http://dbpedia.org/resource/The_Brother_from_Another_Planet";3700.0;;104.0;6.0643041E8;6240.0;350000.0;1673588.0;4000000.0
"Alien Nation (1988)";"http://dbpedia.org/resource/Alien_Nation_(film)";3701.0;10/7/88 12:00 AM;91.0;6.05649658E8;5460.0;;574909.0;3.2155047E7
"Blood, Guts, Bullets and Octane (1998)";"http://dbpedia.org/resource/Blood,_Guts,_Bullets_and_Octane";2487.0;;87.0;5.87395009E8;5220.0;;1674399.0;15035.0
"Spanish Fly (1998)";"http://dbpedia.org/resource/Spanish_Fly_(1975_film)";2489.0;;86.0;6.04310239E8;5160.0;;2.648489E7;
"Peeping Tom (1960)";"http://dbpedia.org/resource/Peeping_Tom_(film)";2488.0;;101.0;6.05822946E8;6060.0;125000.0;413949.0;
"Payback (1999)";"http://dbpedia.org/resource/Payback_(1999_film)";2490.0;;100.0;6.06505247E8;6000.0;9.0E7;1880706.0;1.61626121E8
"Simply Irresistible (1999)";"http://dbpedia.org/resource/Simply_Irresistible_(film)";2491.0;2/5/99 12:00 AM;96.0;6.0665502E8;5760.0;6000000.0;1006993.0;4389989.0
"20 Dates (1998)";"http://dbpedia.org/resource/20_Dates";2492.0;;87.0;4.98610543E8;5220.0;60000.0;2.011042E7;536767.0
"Last Days, The (1998)";"http://dbpedia.org/resource/The_Last_Days";2494.0;10/23/98 12:00 AM;87.0;6.02322626E8;5220.0;;2589677.0;
"Blast from the Past (1999)";"http://dbpedia.org/resource/Blast_from_the_Past_(film)";2496.0;;112.0;6.00684774E8;6720.0;3.5E7;2210682.0;4.026302E7
"Tin Men (1987)";"http://dbpedia.org/resource/Tin_Men";1395.0;3/6/87 12:00 AM;110.0;5.8701762E8;6600.0;1.1E7;2177984.0;2.5411386E7
"Sneakers (1992)";"http://dbpedia.org/resource/Sneakers_(1992_film)";1396.0;9/11/92 12:00 AM;126.0;6.03073824E8;7560.0;3.5E7;1252047.0;1.05232691E8
"Jerry Maguire (1996)";"http://dbpedia.org/resource/Jerry_Maguire";1393.0;;139.0;6.06541663E8;8340.0;5.0E7;142435.0;2.73552592E8
"Raising Arizona (1987)";"http://dbpedia.org/resource/Raising_Arizona";1394.0;;94.0;6.03441104E8;5640.0;6000000.0;279813.0;2.918028E7
"Mars Attacks! (1996)";"http://dbpedia.org/resource/Mars_Attacks!";1391.0;;106.0;6.02377927E8;6360.0;1.0E8;3565461.0;1.0137E8
"Citizen Ruth (1996)";"http://dbpedia.org/resource/Citizen_Ruth";1392.0;;102.0;6.01605249E8;6120.0;3000000.0;1181830.0;285112.0
"My Fellow Americans (1996)";"http://dbpedia.org/resource/My_Fellow_Americans";1390.0;12/20/96 12:00 AM;101.0;6.04558046E8;6060.0;2.15E7;3.9826024E7;2.2313201E7
"Jaws 3-D (1983)";"http://dbpedia.org/resource/Jaws_3-D";1389.0;;99.0;6.03659018E8;5940.0;2.05E7;1173339.0;8.7987055E7
"Jaws 2 (1978)";"http://dbpedia.org/resource/Jaws_2";1388.0;;116.0;6.03831989E8;6960.0;3.0E7;352795.0;2.08900376E8
"Jaws (1975)";"http://dbpedia.org/resource/Jaws_(film)";1387.0;;124.0;6.06769756E8;7440.0;9000000.0;74830.0;4.70653E8
"Terror in a Texas Town (1958)";"http://dbpedia.org/resource/Terror_in_a_Texas_Town";1386.0;;80.0;6.02557393E8;4800.0;;3.0549208E7;
"Marked for Death (1990)";"http://dbpedia.org/resource/Marked_for_Death";1382.0;10/5/90 12:00 AM;93.0;5.99535767E8;5580.0;1.2E7;67414.0;4.6044396E7
"Adrenalin: Fear the Rush (1996)";"http://dbpedia.org/resource/Adrenalin:_Fear_the_Rush";1383.0;11/29/96 12:00 AM;77.0;6.00854757E8;4620.0;;9340076.0;37536.0
"Under Siege (1992)";"http://dbpedia.org/resource/Under_Siege";1385.0;;103.0;6.06367641E8;6180.0;3.5E7;67417.0;1.56563139E8
"Grease (1978)";"http://dbpedia.org/resource/Grease_(film)";1380.0;;110.0;6.06386794E8;6600.0;6000000.0;336846.0;3.9495569E8
"Grease 2 (1982)";"http://dbpedia.org/resource/Grease_2";1381.0;;115.0;6.05103589E8;6900.0;1.12E7;289253.0;1.5171476E7
"Young Guns II (1990)";"http://dbpedia.org/resource/Young_Guns_II";1379.0;;104.0;6.03522808E8;6240.0;;675213.0;4.414341E7
"Star Trek IV: The Voyage Home (1986)";"http://dbpedia.org/resource/Star_Trek_IV:_The_Voyage_Home";1376.0;;122.0;6.06532571E8;7320.0;2.1E7;88609.0;1.33E8
"Star Trek III: The Search for Spock (1984)";"http://dbpedia.org/resource/Star_Trek_III:_The_Search_for_Spock";1375.0;;105.0;6.04701268E8;6300.0;1.6E7;206879.0;8.7E7
"Young Guns (1988)";"http://dbpedia.org/resource/Young_Guns_(film)";1378.0;;103.0;6.06138528E8;6180.0;1.1E7;673694.0;4.5661556E7
"Batman Returns (1992)";"http://dbpedia.org/resource/Batman_Returns";1377.0;;126.0;6.06671261E8;7560.0;8.0E7;4728.0;2.66822354E8
"In Love and War (1996)";"http://dbpedia.org/resource/In_Love_and_War_(1996_film)";1398.0;;113.0;6.050462E8;6780.0;;7977308.0;2.5372294E7
"Bastard Out of Carolina (1996)";"http://dbpedia.org/resource/Bastard_Out_of_Carolina_(film)";1397.0;12/15/96 12:00 AM;97.0;6.03182923E8;5820.0;;1407389.0;
"Marvin's Room (1996)";"http://dbpedia.org/resource/Marvin's_Room_(film)";1399.0;;98.0;5.99754341E8;5880.0;2.3E7;781934.0;1.2803305E7
"Albino Alligator (1996)";"http://dbpedia.org/resource/Albino_Alligator";1352.0;;97.0;6.03367999E8;5820.0;6000000.0;3505437.0;339379.0
"Blood & Wine (1997)";"http://dbpedia.org/resource/Blood_and_Wine";1351.0;;101.0;6.03602703E8;6060.0;2.6E7;2268745.0;1094668.0
"Omen, The (1976)";"http://dbpedia.org/resource/The_Omen";1350.0;;111.0;6.06514881E8;6660.0;2800000.0;186856.0;6.092298E7
"Cat People (1982)";"http://dbpedia.org/resource/Cat_People_(1982_film)";1346.0;;118.0;5.99671052E8;7080.0;1.8E7;1056696.0;2.1E7
"Cape Fear (1962)";"http://dbpedia.org/resource/Cape_Fear_(1962_film)";1344.0;;105.0;5.96294591E8;6300.0;;171029.0;
"Carrie (1976)";"http://dbpedia.org/resource/Carrie_(1976_film)";1345.0;;98.0;6.0391545E8;5880.0;1800000.0;4899791.0;3.38E7
"Candyman (1992)";"http://dbpedia.org/resource/Candyman_(film)";1342.0;;99.0;6.04450926E8;5940.0;8000000.0;1256990.0;2.579231E7
"Cape Fear (1991)";"http://dbpedia.org/resource/Cape_Fear_(1991_film)";1343.0;;127.0;6.06469699E8;7620.0;3.5E7;171026.0;1.82291969E8
"Burnt Offerings (1976)";"http://dbpedia.org/resource/Burnt_Offerings_(film)";1341.0;;116.0;6.03860746E8;6960.0;;3954720.0;1560000.0
"Bride of Frankenstein (1935)";"http://dbpedia.org/resource/Bride_of_Frankenstein";1340.0;4/22/35 12:00 AM;75.0;6.05529747E8;4500.0;397000.0;73375.0;
"Bram Stoker's Dracula (1992)";"http://dbpedia.org/resource/Bram_Stoker's_Dracula";1339.0;;128.0;6.04122595E8;7680.0;4.0E7;337740.0;2.15862692E8
"Blood Beach (1981)";"http://dbpedia.org/resource/Blood_Beach";1335.0;;92.0;5.9053506E8;5520.0;;2.3842374E7;
"Body Parts (1991)";"http://dbpedia.org/resource/Body_Parts_(film)";1336.0;;88.0;6.04058104E8;5280.0;1.0E7;9659901.0;9188150.0
"Body Snatcher, The (1945)";"http://dbpedia.org/resource/The_Body_Snatcher_(film)";1337.0;5/25/45 12:00 AM;77.0;6.0027872E8;4620.0;;3263044.0;
"Audrey Rose (1977)";"http://dbpedia.org/resource/Audrey_Rose_(film)";1331.0;;113.0;6.01484873E8;6780.0;;2672672.0;2000000.0
"Believers, The (1987)";"http://dbpedia.org/resource/The_Believers";1332.0;6/10/87 12:00 AM;110.0;6.05283921E8;6600.0;;4294005.0;1.8753438E7
"Birds, The (1963)";"http://dbpedia.org/resource/The_Birds_(film)";1333.0;;119.0;6.06727023E8;7140.0;3300000.0;304428.0;1.1403529E7
"Blob, The (1958)";"http://dbpedia.org/resource/The_Blob";1334.0;9/12/58 12:00 AM;82.0;6.05283586E8;4920.0;110000.0;761788.0;4000000.0
"Die Hard 2 (1990)";"http://dbpedia.org/resource/Die_Hard_2";1370.0;;124.0;6.06367388E8;7440.0;7.0E7;433824.0;2.40031094E8
"Star Trek V: The Final Frontier (1989)";"http://dbpedia.org/resource/Star_Trek_V:_The_Final_Frontier";1373.0;;106.0;6.05009318E8;6360.0;3.3E7;145359.0;6.3E7
"Star Trek VI: The Undiscovered Country (1991)";"http://dbpedia.org/resource/Star_Trek_VI:_The_Undiscovered_Country";1372.0;;110.0;6.0477868E8;6600.0;2.7E7;161190.0;9.6888996E7
"Star Trek: The Motion Picture (1979)";"http://dbpedia.org/resource/Star_Trek:_The_Motion_Picture";1371.0;;132.0;6.06547956E8;7920.0;4.6E7;277006.0;1.39E8
"Crucible, The (1996)";"http://dbpedia.org/resource/The_Crucible_(1996_film)";1366.0;;124.0;6.06802753E8;7440.0;2.5E7;1494750.0;7343114.0
"101 Dalmatians (1996)";"http://dbpedia.org/resource/101_Dalmatians_(1996_film)";1367.0;;103.0;6.066692E8;6180.0;7.5E7;179326.0;3.20689294E8
"Ridicule (1996)";"http://dbpedia.org/resource/Ridicule";1365.0;;102.0;5.86858953E8;6120.0;;234827.0;2503829.0
"Paradise Lost: The Child Murders at Robin Hood Hills (1996)";"http://dbpedia.org/resource/Paradise_Lost:_The_Child_Murders_at_Robin_Hood_Hills";1361.0;;150.0;6.06137221E8;9000.0;;183907.0;
"Preacher's Wife, The (1996)";"http://dbpedia.org/resource/The_Preacher's_Wife";1363.0;12/13/96 12:00 AM;124.0;6.02740065E8;7440.0;4.0E7;682275.0;2.16504E7
"Mirror Has Two Faces, The (1996)";"http://dbpedia.org/resource/The_Mirror_Has_Two_Faces";1353.0;;126.0;6.06095208E8;7560.0;4.2E7;3105139.0;7.3052428E7
"Breaking the Waves (1996)";"http://dbpedia.org/resource/Breaking_the_Waves";1354.0;;158.0;6.06107961E8;9480.0;7500000.0;781946.0;3803298.0
"Nightwatch (1997)";"http://dbpedia.org/resource/Nightwatch_(1997_film)";1355.0;4/17/98 12:00 AM;101.0;6.06364564E8;6060.0;;1624928.0;1278516.0
"Star Trek: First Contact (1996)";"http://dbpedia.org/resource/Star_Trek:_First_Contact";1356.0;;111.0;6.06574405E8;6660.0;4.5E7;27097.0;1.46027888E8
"Shine (1996)";"http://dbpedia.org/resource/Shine_(film)";1357.0;;105.0;6.04692367E8;6300.0;6000000.0;142443.0;3.589233E7
"Sling Blade (1996)";"http://dbpedia.org/resource/Sling_Blade";1358.0;;135.0;6.04637642E8;8100.0;890000.0;171522.0;3.4175E7
"Jingle All the Way (1996)";"http://dbpedia.org/resource/Jingle_All_the_Way";1359.0;;89.0;6.03342788E8;5340.0;7.5E7;1244836.0;1.29832389E8
"American Buffalo (1996)";"http://dbpedia.org/resource/American_Buffalo_(film)";806.0;9/13/96 12:00 AM;88.0;5.95917253E8;5280.0;;2.0596726E7;632054.0
"She's the One (1996)";"http://dbpedia.org/resource/She's_the_One";804.0;;;6.04021871E8;;;1.4977518E7;
"Phenomenon (1996)";"http://dbpedia.org/resource/Phenomenon_(film)";802.0;7/5/96 12:00 AM;123.0;5.98223796E8;7380.0;3.2E7;760603.0;1.52036382E8
"Walking and Talking (1996)";"http://dbpedia.org/resource/Walking_and_Talking";803.0;7/17/96 12:00 AM;86.0;5.99479037E8;5160.0;1000000.0;4532642.0;
"Blue Juice (1995)";"http://dbpedia.org/resource/Blue_Juice";1318.0;9/15/95 12:00 AM;90.0;5.98309935E8;5400.0;;3985740.0;
"Lone Star (1996)";"http://dbpedia.org/resource/Lone_Star_(1996_film)";800.0;;135.0;6.06058933E8;8100.0;3000000.0;1108697.0;1.2408986E7
"I'm Not Rappaport (1996)";"http://dbpedia.org/resource/I'm_Not_Rappaport_(film)";1317.0;12/24/96 12:00 AM;135.0;5.84799939E8;8100.0;;1.8152165E7;470000.0
"Harriet the Spy (1996)";"http://dbpedia.org/resource/Harriet_the_Spy_(film)";801.0;;102.0;6.04179237E8;6120.0;1.3E7;9366011.0;2.6570048E7
"Breathing Room (1996)";"http://dbpedia.org/resource/Breathing_Room";1314.0;;89.0;6.01520064E8;5340.0;19000.0;1.7556862E7;
"Clockers (1995)";"http://dbpedia.org/resource/Clockers_(film)";159.0;9/13/95 12:00 AM;128.0;5.94566498E8;7680.0;2.5E7;4403560.0;1.3071518E7
"Mad Dog Time (1996)";"http://dbpedia.org/resource/Mad_Dog_Time";1313.0;11/8/96 12:00 AM;97.0;5.94540109E8;5820.0;8000000.0;4697464.0;107874.0
"Casper (1995)";"http://dbpedia.org/resource/Casper_(film)";158.0;;100.0;6.05979478E8;6000.0;5.5E7;2.1132353E7;2.87928194E8
"Canadian Bacon (1994)";"http://dbpedia.org/resource/Canadian_Bacon";157.0;9/22/95 12:00 AM;91.0;5.94809131E8;5460.0;1.1E7;679577.0;178104.0
"Santa with Muscles (1996)";"http://dbpedia.org/resource/Santa_with_Muscles";1311.0;11/8/96 12:00 AM;97.0;6.04147885E8;5820.0;;303039.0;220198.0
"Blue in the Face (1995)";"http://dbpedia.org/resource/Blue_in_the_Face";156.0;10/13/95 12:00 AM;89.0;6.06027972E8;5340.0;2000000.0;706378.0;1275999.0
"Hype! (1996)";"http://dbpedia.org/resource/Hype!";1310.0;;87.0;6.01152864E8;5220.0;;1195558.0;
"Beyond Rangoon (1995)";"http://dbpedia.org/resource/Beyond_Rangoon";155.0;;99.0;5.8052321E8;5940.0;2.3E7;5253337.0;5750110.0
"Belle de jour (1967)";"http://dbpedia.org/resource/Belle_de_Jour_(film)";154.0;;101.0;6.06096052E8;6060.0;;844315.0;2.0246403E7
"Addiction, The (1995)";"http://dbpedia.org/resource/The_Addiction";152.0;;82.0;6.01155482E8;4920.0;;3370462.0;302393.0
"Batman Forever (1995)";"http://dbpedia.org/resource/Batman_Forever";153.0;;122.0;6.05916729E8;7320.0;1.0E8;4730.0;3.36529844E8
"Apollo 13 (1995)";"http://dbpedia.org/resource/Apollo_13_(film)";150.0;;140.0;6.06480988E8;8400.0;5.2E7;142417.0;3.55237933E8
"Rob Roy (1995)";"http://dbpedia.org/resource/Rob_Roy_(film)";151.0;;;5.75161698E8;;;4.0656276E7;
"Amityville Curse, The (1990)";"http://dbpedia.org/resource/The_Amityville_Curse";1328.0;5/7/90 12:00 AM;91.0;5.84281486E8;5460.0;;6562947.0;
"Amityville: A New Generation (1993)";"http://dbpedia.org/resource/Amityville:_A_New_Generation";1325.0;;91.0;6.02976006E8;5460.0;1500000.0;6563355.0;
"Free Willy 2: The Adventure Home (1995)";"http://dbpedia.org/resource/Free_Willy_2:_The_Adventure_Home";169.0;;95.0;5.8084259E8;5700.0;;702632.0;3.0077111E7
"Amityville Horror, The (1979)";"http://dbpedia.org/resource/The_Amityville_Horror_(1979_film)";1327.0;;118.0;6.01917244E8;7080.0;4700000.0;3954917.0;8.6432E7
"Amityville II: The Possession (1982)";"http://dbpedia.org/resource/Amityville_II:_The_Possession";1326.0;9/24/82 12:00 AM;104.0;6.06568586E8;6240.0;;2140002.0;1.1328E7
"Doom Generation, The (1995)";"http://dbpedia.org/resource/The_Doom_Generation";166.0;;83.0;6.03523239E8;4980.0;;976989.0;284785.0
"Die Hard: With a Vengeance (1995)";"http://dbpedia.org/resource/Die_Hard_with_a_Vengeance";165.0;;131.0;6.06367335E8;7860.0;9.0E7;357473.0;3.66101666E8
"Amityville 3-D (1983)";"http://dbpedia.org/resource/Amityville_3-D";1323.0;;105.0;6.02975939E8;5580.0;;6562375.0;6333135.0
"First Knight (1995)";"http://dbpedia.org/resource/First_Knight";168.0;;134.0;5.91319872E8;8040.0;5.5E7;1179416.0;1.27600435E8
"Feast of July (1995)";"http://dbpedia.org/resource/Feast_of_July";167.0;10/13/95 12:00 AM;116.0;6.06011046E8;6960.0;;6081230.0;293274.0
"Crimson Tide (1995)";"http://dbpedia.org/resource/Crimson_Tide_(film)";161.0;;116.0;6.05764013E8;6960.0;5.3E7;1317604.0;1.57387195E8
"Crumb (1994)";"http://dbpedia.org/resource/Crumb_(film)";162.0;;120.0;6.04274355E8;7200.0;;863087.0;3174695.0
"Desperado (1995)";"http://dbpedia.org/resource/Desperado_(film)";163.0;;106.0;6.06663251E8;6360.0;7000000.0;639796.0;2.5405445E7
"April Fool's Day (1986)";"http://dbpedia.org/resource/April_Fool's_Day_(1986_film)";1330.0;3/27/86 12:00 AM;89.0;6.02849096E8;5340.0;5000000.0;3427588.0;1.2947763E7
"Devil in a Blue Dress (1995)";"http://dbpedia.org/resource/Devil_in_a_Blue_Dress_(film)";164.0;;102.0;5.95693495E8;6120.0;2.7E7;4306224.0;1.6140822E7
"Congo (1995)";"http://dbpedia.org/resource/Congo_(film)";160.0;6/9/95 12:00 AM;109.0;6.05807302E8;6540.0;5.0E7;961437.0;1.52022101E8
"Hedd Wyn (1992)";"http://dbpedia.org/resource/Hedd_Wyn_(film)";822.0;;123.0;6.00734768E8;7380.0;;1.4356094E7;
"Adventures of Pinocchio, The (1996)";"http://dbpedia.org/resource/The_Adventures_of_Pinocchio_(1996_film)";828.0;;96.0;6.06157781E8;5760.0;2.5E7;710822.0;1.509453E7
"Joe's Apartment (1996)";"http://dbpedia.org/resource/Joe's_Apartment";829.0;;77.0;6.00884223E8;4620.0;1.3E7;3188479.0;4619014.0
"Mad Love (1995)";"http://dbpedia.org/resource/Mad_Love_(1995_film)";179.0;;93.0;5.95634062E8;5580.0;;4731904.0;1.5453274E7
"Love & Human Remains (1993)";"http://dbpedia.org/resource/Love_and_Human_Remains";178.0;7/22/94 12:00 AM;100.0;5.97007449E8;6000.0;;1217278.0;
"Lord of Illusions (1995)";"http://dbpedia.org/resource/Lord_of_Illusions";177.0;8/25/95 12:00 AM;109.0;6.062879E8;6540.0;;1370478.0;1.3249614E7
"Living in Oblivion (1995)";"http://dbpedia.org/resource/Living_in_Oblivion";176.0;7/21/95 12:00 AM;90.0;5.89933588E8;5400.0;500000.0;1937542.0;1000000.0
"Hackers (1995)";"http://dbpedia.org/resource/Hackers_(film)";170.0;9/15/95 12:00 AM;107.0;6.05361984E8;6420.0;;4.0852758E7;7563728.0
"Jeffrey (1995)";"http://dbpedia.org/resource/Jeffrey_(film)";171.0;8/18/95 12:00 AM;92.0;5.99399878E8;5520.0;;1856185.0;3487767.0
"Jury Duty (1995)";"http://dbpedia.org/resource/Jury_Duty_(film)";174.0;;88.0;6.06026506E8;5280.0;2.1E7;2292864.0;1.7014653E7
"Kids (1995)";"http://dbpedia.org/resource/Kids_(film)";175.0;;91.0;6.06386107E8;5460.0;1500000.0;615418.0;2.0412216E7
"Johnny Mnemonic (1995)";"http://dbpedia.org/resource/Johnny_Mnemonic_(film)";172.0;5/26/95 12:00 AM;96.0;6.00654112E8;5760.0;2.6E7;80405.0;1.907572E7
"Judge Dredd (1995)";"http://dbpedia.org/resource/Judge_Dredd_(film)";173.0;;96.0;6.04114616E8;5760.0;9.0E7;2408918.0;1.13493481E8
"When Harry Met Sally... (1989)";"http://dbpedia.org/resource/When_Harry_Met_Sally...";1307.0;;96.0;6.04070372E8;5760.0;1.6E7;33270.0;9.2823546E7
"Parallel Sons (1995)";"http://dbpedia.org/resource/Parallel_Sons";1309.0;;93.0;5.94260558E8;5580.0;;8370509.0;
"Larger Than Life (1996)";"http://dbpedia.org/resource/Larger_than_Life_(film)";813.0;;93.0;6.03096631E8;5580.0;3.0E7;4485137.0;8315693.0
"Power 98 (1995)";"http://dbpedia.org/resource/Power_98_(film)";815.0;5/17/96 12:00 AM;89.0;5.76910131E8;5340.0;;2.4033849E7;
"Two Deaths (1995)";"http://dbpedia.org/resource/Two_Deaths";816.0;;102.0;5.78217834E8;6120.0;;2.9068128E7;
"Prophecy, The (1995)";"http://dbpedia.org/resource/The_Prophecy";188.0;;98.0;6.03865198E8;5880.0;8000000.0;2282187.0;1.6115878E7
"Party Girl (1995)";"http://dbpedia.org/resource/Party_Girl_(1995_film)";187.0;6/9/95 12:00 AM;94.0;5.87051956E8;5640.0;150000.0;101384.0;
"Forbidden Planet (1956)";"http://dbpedia.org/resource/Forbidden_Planet";1301.0;;98.0;6.06271981E8;5880.0;1968000.0;54999.0;2765000.0
"Reckless (1995)";"http://dbpedia.org/resource/Reckless_(1995_film)";189.0;11/15/95 12:00 AM;91.0;5.86403896E8;5460.0;;1.6639443E7;103351.0
"Man Who Would Be King, The (1975)";"http://dbpedia.org/resource/The_Man_Who_Would_Be_King_(film)";1303.0;;123.0;6.02464344E8;7380.0;8000000.0;3613070.0;1.1E7
"Field of Dreams (1989)";"http://dbpedia.org/resource/Field_of_Dreams";1302.0;;107.0;6.04660919E8;6420.0;1.5E7;129524.0;8.4431625E7
"Paris, Texas (1984)";"http://dbpedia.org/resource/Paris,_Texas_(film)";1305.0;;150.0;6.05805534E8;9000.0;1162000.0;237134.0;2181987.0
"Butch Cassidy and the Sundance Kid (1969)";"http://dbpedia.org/resource/Butch_Cassidy_and_the_Sundance_Kid";1304.0;;112.0;6.04984818E8;6720.0;6825000.0;99031.0;1.02308889E8
"Kazaam (1996)";"http://dbpedia.org/resource/Kazaam";810.0;;93.0;6.05664315E8;5580.0;2.0E7;683428.0;1.8937262E7
"Mallrats (1995)";"http://dbpedia.org/resource/Mallrats";180.0;;123.0;6.04732763E8;5640.0;6000000.0;236651.0;2122561.0
"Mighty Morphin Power Rangers: The Movie (1995)";"http://dbpedia.org/resource/Mighty_Morphin_Power_Rangers:_The_Movie";181.0;;95.0;6.06655848E8;5700.0;1.5E7;703807.0;6.6433194E7
"Moonlight and Valentino (1995)";"http://dbpedia.org/resource/Moonlight_and_Valentino";182.0;;105.0;6.06724646E8;6300.0;;1.5721024E7;2484226.0
"Mute Witness (1994)";"http://dbpedia.org/resource/Mute_Witness";183.0;9/15/95 12:00 AM;95.0;6.04043692E8;5700.0;;1.5797817E7;
"Nadja (1994)";"http://dbpedia.org/resource/Nadja_(film)";184.0;;93.0;5.96632729E8;5580.0;1000000.0;2812082.0;
"Net, The (1995)";"http://dbpedia.org/resource/The_Net_(1995_film)";185.0;;114.0;6.02247577E8;6840.0;2.2E7;306195.0;1.10627965E8
"Nine Months (1995)";"http://dbpedia.org/resource/Nine_Months";186.0;;103.0;5.94863106E8;6180.0;;699336.0;1.3851023E8
"Fled (1996)";"http://dbpedia.org/resource/Fled";809.0;7/19/96 12:00 AM;98.0;6.01085664E8;5880.0;2.5E7;5955514.0;1.7193231E7
"Alaska (1996)";"http://dbpedia.org/resource/Alaska_(film)";808.0;;;5.86958863E8;;;4.1358441E7;
"Anne Frank Remembered (1995)";"http://dbpedia.org/resource/Anne_Frank_Remembered";116.0;6/8/95 12:00 AM;117.0;6.04509122E8;7020.0;;1447939.0;
"Young Poisoner's Handbook, The (1995)";"http://dbpedia.org/resource/The_Young_Poisoner's_Handbook";117.0;;93.0;6.02562348E8;5580.0;;1641666.0;330466.0
"Eyes Without a Face (1959)";"http://dbpedia.org/resource/Eyes_Without_a_Face";841.0;;84.0;6.04104591E8;5040.0;;2491582.0;
"Margaret's Museum (1995)";"http://dbpedia.org/resource/Margaret's_Museum";114.0;9/13/95 12:00 AM;114.0;6.0215736E8;6840.0;;1744708.0;
"House Arrest (1996)";"http://dbpedia.org/resource/House_Arrest_(film)";840.0;8/14/96 12:00 AM;108.0;6.0367226E8;6480.0;5000000.0;5207578.0;7032782.0
"Happiness Is in the Field (1995)";"http://dbpedia.org/resource/Happiness_Is_in_the_Field";115.0;;106.0;5.94678241E8;6360.0;1.02E7;2728874.0;6.1889708E7
"Rumble in the Bronx (1995)";"http://dbpedia.org/resource/Rumble_in_the_Bronx";112.0;;106.0;6.05974587E8;5220.0;7500000.0;165990.0;3.2392047E7
"Before and After (1996)";"http://dbpedia.org/resource/Before_and_After_(film)";113.0;2/23/96 12:00 AM;108.0;5.98227559E8;6480.0;3.5E7;5455297.0;8797839.0
"Braveheart (1995)";"http://dbpedia.org/resource/Braveheart";110.0;;177.0;6.06779329E8;10620.0;7.2E7;4560.0;2.10409945E8
"Taxi Driver (1976)";"http://dbpedia.org/resource/Taxi_Driver";111.0;;113.0;6.06609406E8;6780.0;1300000.0;30000.0;2.8262574E7
"Escape from L.A. (1996)";"http://dbpedia.org/resource/Escape_from_L.A.";849.0;;101.0;6.04699538E8;6060.0;5.0E7;699609.0;2.5426861E7
"Spitfire Grill, The (1996)";"http://dbpedia.org/resource/The_Spitfire_Grill";848.0;1/24/96 12:00 AM;117.0;6.04956173E8;7020.0;6000000.0;3123636.0;1.2643776E7
"Flirt (1995)";"http://dbpedia.org/resource/Flirt_(1995_film)";846.0;;85.0;5.76579159E8;5100.0;;6394251.0;
"If Lucy Fell (1996)";"http://dbpedia.org/resource/If_Lucy_Fell";118.0;3/8/96 12:00 AM;92.0;5.41419615E8;5520.0;5000000.0;5649318.0;2420162.0
"First Wives Club, The (1996)";"http://dbpedia.org/resource/The_First_Wives_Club";830.0;9/20/96 12:00 AM;103.0;6.05665939E8;6180.0;3.0E7;2018921.0;1.8149E8
